txn_id,txn_datetime,account_no,branch,txn_type,amount,status,error_code
102868,2024-11-02 22:14:00,20079,Hyderabad,NEFT,1391.23,SUCCESS,
102869,2024-12-11 21:42:00,20034,Bengaluru,CASH,2440.45,SUCCESS,
102870,2024-10-11 19:37:00,20065,Bengaluru,NEFT,337.79,FAILED,AUTH_FAIL
102871,2024-12-27 01:14:00,20074,Hyderabad,IMPS,2098.45,SUCCESS,
102872,2024-12-01 02:49:00,20040,Bengaluru,NEFT,175.72,SUCCESS,
102873,2024-12-27 18:05:00,20066,Bengaluru,NEFT,400.14,SUCCESS,
102874,2024-11-08 11:29:00,20028,Hyderabad,IMPS,1291.75,SUCCESS,
102875,2024-10-20 21:05:00,20017,Hyderabad,NETBANKING,2120.12,SUCCESS,
102876,2024-11-26 06:40:00,20019,Mumbai,IMPS,315.34,SUCCESS,
102877,2024-10-17 17:29:00,20013,Mumbai,RTGS,409.68,SUCCESS,
102878,2024-10-26 08:07:00,20033,Bengaluru,NETBANKING,457.43,SUCCESS,
102879,2024-11-15 17:18:00,20048,Bengaluru,RTGS,545.46,SUCCESS,
102880,2024-12-07 08:39:00,20053,Chennai,NETBANKING,513.8,SUCCESS,
102881,2024-12-16 16:48:00,20030,Mumbai,IMPS,1005.55,SUCCESS,
102882,2024-12-05 19:55:00,20057,Delhi,IMPS,2121.42,SUCCESS,
102883,2024-11-04 19:38:00,20041,Bengaluru,IMPS,1152.62,SUCCESS,
102884,2024-10-30 17:43:00,20057,Hyderabad,NETBANKING,2991.99,SUCCESS,
102885,2024-10-26 20:08:00,20081,Mumbai,IMPS,2540.71,SUCCESS,
102886,2024-11-07 13:01:00,20029,Mumbai,IMPS,270.56,SUCCESS,
102887,2024-10-22 06:59:00,20024,Bengaluru,NEFT,100.15,SUCCESS,
102888,2024-12-10 09:36:00,20062,Mumbai,NETBANKING,4206.51,SUCCESS,
102889,2024-10-23 03:30:00,20018,Hyderabad,NEFT,166.4,SUCCESS,
102890,2024-11-24 22:54:00,20071,Bengaluru,CASH,321.13,SUCCESS,
102891,2024-11-02 16:15:00,20091,Chennai,IMPS,44.76,SUCCESS,
102892,2024-12-17 23:09:00,20007,Bengaluru,NEFT,1979.53,SUCCESS,
102893,2024-10-14 13:08:00,20094,Mumbai,CASH,1746.32,SUCCESS,
102894,2024-10-30 08:47:00,20002,Mumbai,NEFT,8670.85,SUCCESS,
102895,2024-11-24 19:16:00,20066,Mumbai,CASH,4359.54,SUCCESS,
102896,2024-10-19 17:44:00,20085,Hyderabad,CASH,1058.13,SUCCESS,
102897,2024-12-16 12:09:00,20080,Bengaluru,IMPS,929.11,SUCCESS,
102898,2024-10-06 15:25:00,20099,Hyderabad,NETBANKING,704.38,SUCCESS,
102899,2024-10-26 00:59:00,20016,Chennai,NEFT,330.71,SUCCESS,
102900,2024-11-18 07:29:00,20013,Mumbai,IMPS,297.19,SUCCESS,
102901,2024-12-11 19:29:00,20008,Hyderabad,RTGS,283.78,SUCCESS,
102902,2024-10-12 20:47:00,20061,Chennai,NEFT,242.34,SUCCESS,
102903,2024-12-13 21:57:00,20093,Chennai,IMPS,550.22,SUCCESS,
102904,2024-12-20 01:02:00,20020,Bengaluru,NEFT,732.49,SUCCESS,
102905,2024-10-04 23:04:00,20075,Chennai,IMPS,6518.3,SUCCESS,
102906,2024-11-12 01:36:00,20036,Hyderabad,NEFT,1727.74,SUCCESS,
102907,2024-11-20 23:04:00,20095,Mumbai,NETBANKING,8779.44,SUCCESS,
102908,2024-11-30 12:08:00,20010,Mumbai,CASH,931.92,SUCCESS,
102909,2024-12-17 06:39:00,20019,Bengaluru,NEFT,1223.6,SUCCESS,
102910,2024-11-20 07:40:00,20034,Chennai,NEFT,784.84,SUCCESS,
102911,2024-10-19 21:28:00,20052,Mumbai,IMPS,403.96,SUCCESS,
102912,2024-12-22 07:16:00,20046,Bengaluru,NEFT,309.02,SUCCESS,
102913,2024-11-29 03:10:00,20074,Mumbai,NEFT,5803.73,SUCCESS,
102914,2024-11-15 20:24:00,20051,Bengaluru,NEFT,8656.7,SUCCESS,
102915,2024-10-28 16:42:00,20007,Chennai,CASH,91.9,SUCCESS,
102916,2024-10-19 00:03:00,20003,Delhi,IMPS,325.85,FAILED,BAL_INSUFFICIENT
102917,2024-12-27 21:21:00,20026,Chennai,NEFT,1101.64,SUCCESS,
102918,2024-12-19 04:44:00,20043,Hyderabad,IMPS,412.41,SUCCESS,
102919,2024-12-10 11:17:00,20039,Bengaluru,NEFT,904.74,SUCCESS,
102920,2024-10-21 06:05:00,20046,Bengaluru,CASH,276.45,SUCCESS,
102921,2024-11-16 16:03:00,20093,Chennai,CASH,1219.49,SUCCESS,
102922,2024-12-03 17:09:00,20043,Chennai,NETBANKING,634.07,SUCCESS,
102923,2024-10-03 20:34:00,20047,Hyderabad,IMPS,867.44,SUCCESS,
102924,2024-11-15 02:45:00,20090,Delhi,CASH,198.12,SUCCESS,
102925,2024-10-26 05:21:00,20084,Hyderabad,IMPS,1117.68,FAILED,TIMEOUT
102926,2024-11-20 21:37:00,20051,Chennai,RTGS,8179.62,SUCCESS,
102927,2024-12-07 02:52:00,20083,Chennai,NEFT,797.47,SUCCESS,
102928,2024-12-08 23:04:00,20067,Chennai,IMPS,4181.88,SUCCESS,
102929,2024-12-19 03:02:00,20010,Chennai,NEFT,3705.56,SUCCESS,
102930,2024-10-18 15:46:00,20076,Hyderabad,CASH,6075.54,SUCCESS,
102931,2024-10-13 08:12:00,20072,Delhi,NEFT,3122.34,SUCCESS,
102932,2024-12-12 01:14:00,20003,Chennai,IMPS,2155.25,SUCCESS,
102933,2024-10-03 13:52:00,20075,Chennai,NEFT,3884.02,SUCCESS,
102934,2024-10-01 22:47:00,20072,Mumbai,NEFT,157.32,SUCCESS,
102935,2024-12-13 22:53:00,20076,Bengaluru,NEFT,1242.88,SUCCESS,
102936,2024-12-14 12:37:00,20047,Mumbai,NEFT,9066.86,SUCCESS,
102937,2024-12-19 23:02:00,20025,Chennai,NEFT,2935.88,SUCCESS,
102938,2024-12-03 16:56:00,20076,Mumbai,IMPS,6544.31,SUCCESS,
102939,2024-11-06 01:24:00,20038,Mumbai,CASH,3024.93,SUCCESS,
102940,2024-10-03 14:06:00,20091,Delhi,RTGS,4157.0,SUCCESS,
102941,2024-12-01 21:52:00,20057,Hyderabad,CASH,2451.96,SUCCESS,
102942,2024-10-20 06:03:00,20018,Mumbai,IMPS,2858.42,SUCCESS,
102943,2024-12-28 04:09:00,20087,Hyderabad,NEFT,1481.22,SUCCESS,
102944,2024-12-11 14:30:00,20082,Mumbai,IMPS,5160.31,FAILED,BAL_INSUFFICIENT
102945,2024-12-09 18:54:00,20076,Bengaluru,RTGS,3486.38,SUCCESS,
102946,2024-10-07 07:48:00,20076,Bengaluru,NEFT,3714.32,SUCCESS,
102947,2024-11-23 23:14:00,20057,Bengaluru,IMPS,2235.65,SUCCESS,
102948,2024-10-25 18:03:00,20027,Hyderabad,CASH,726.48,SUCCESS,
102949,2024-10-22 18:04:00,20065,Bengaluru,CASH,72.56,SUCCESS,
102950,2024-12-12 03:36:00,20009,Chennai,NETBANKING,5487.0,SUCCESS,
102951,2024-11-27 21:20:00,20085,Hyderabad,CASH,1764.36,SUCCESS,
102952,2024-12-17 00:16:00,20076,Mumbai,NEFT,708.05,SUCCESS,
102953,2024-10-07 04:47:00,20057,Bengaluru,CASH,323.0,SUCCESS,
102954,2024-12-05 01:20:00,20072,Bengaluru,NEFT,3538.31,SUCCESS,
102955,2024-12-07 01:06:00,20096,Hyderabad,NETBANKING,3622.13,SUCCESS,
102956,2024-10-16 14:03:00,20013,Hyderabad,NEFT,3369.49,SUCCESS,
102957,2024-11-25 12:53:00,20083,Bengaluru,NEFT,2071.74,FAILED,BAL_INSUFFICIENT
102958,2024-11-14 01:29:00,20014,Delhi,NEFT,911.46,PENDING,NETWORK
102959,2024-12-16 06:34:00,20095,Hyderabad,NEFT,725.01,FAILED,AUTH_FAIL
102960,2024-12-13 03:14:00,20032,Mumbai,IMPS,17.18,SUCCESS,
102961,2024-11-23 07:03:00,20016,Bengaluru,IMPS,3586.81,SUCCESS,
102962,2024-12-24 14:05:00,20023,Delhi,NEFT,182.99,SUCCESS,
102963,2024-11-11 19:53:00,20029,Hyderabad,NETBANKING,1992.59,SUCCESS,
102964,2024-10-18 17:37:00,20061,Delhi,CASH,1402.66,SUCCESS,
102965,2024-12-10 08:13:00,20012,Hyderabad,CASH,1496.01,SUCCESS,
102966,2024-11-23 20:56:00,20061,Bengaluru,NETBANKING,5226.74,SUCCESS,
102967,2024-12-14 16:02:00,20046,Chennai,IMPS,64.25,SUCCESS,
102968,2024-10-16 16:52:00,20015,Chennai,RTGS,2969.07,SUCCESS,
102969,2024-12-05 06:17:00,20065,Bengaluru,IMPS,106.91,SUCCESS,
102970,2024-10-05 11:51:00,20080,Bengaluru,NEFT,77.8,SUCCESS,
102971,2024-10-25 17:51:00,20095,Mumbai,IMPS,1123.6,SUCCESS,
102972,2024-12-29 04:49:00,20042,Bengaluru,CASH,130.3,SUCCESS,
102973,2024-12-15 16:37:00,20007,Chennai,IMPS,3113.16,SUCCESS,
102974,2024-12-03 22:19:00,20002,Chennai,NEFT,1508.19,SUCCESS,
102975,2024-10-22 18:28:00,20011,Mumbai,NETBANKING,58.94,FAILED,TIMEOUT
102976,2024-11-14 22:52:00,20083,Bengaluru,IMPS,82.69,PENDING,BAL_INSUFFICIENT
102977,2024-10-01 19:37:00,20015,Chennai,CASH,1896.95,FAILED,BAL_INSUFFICIENT
102978,2024-10-04 07:20:00,20077,Bengaluru,NEFT,3280.95,SUCCESS,
102979,2024-10-23 18:19:00,20079,Hyderabad,CASH,1151.79,SUCCESS,
102980,2024-10-16 00:36:00,20058,Chennai,IMPS,1617.48,SUCCESS,
102981,2024-11-26 20:49:00,20048,Delhi,NEFT,3217.17,SUCCESS,
102982,2024-11-07 04:31:00,20062,Bengaluru,NEFT,1885.81,SUCCESS,
102983,2024-10-09 00:36:00,20061,Bengaluru,NETBANKING,509.17,SUCCESS,
102984,2024-10-20 03:58:00,20048,Mumbai,NETBANKING,1898.93,SUCCESS,
102985,2024-10-09 00:43:00,20050,Hyderabad,NETBANKING,1979.23,SUCCESS,
102986,2024-11-02 12:19:00,20032,Chennai,NEFT,2649.32,SUCCESS,
102987,2024-12-15 22:06:00,20029,Delhi,IMPS,1939.77,SUCCESS,
102988,2024-11-21 05:30:00,20058,Delhi,NETBANKING,6963.22,FAILED,NETWORK
102989,2024-12-03 05:35:00,20075,Hyderabad,IMPS,439.52,SUCCESS,
102990,2024-10-19 17:26:00,20014,Chennai,NEFT,6035.57,FAILED,BAL_INSUFFICIENT
102991,2024-12-23 10:13:00,20081,Delhi,RTGS,1545.85,SUCCESS,
102992,2024-11-26 17:49:00,20091,Bengaluru,NETBANKING,2229.22,SUCCESS,
102993,2024-11-11 14:09:00,20022,Chennai,IMPS,209.52,SUCCESS,
102994,2024-10-19 17:47:00,20077,Hyderabad,NEFT,957.93,SUCCESS,
102995,2024-11-24 15:54:00,20093,Hyderabad,CASH,2933.96,SUCCESS,
102996,2024-12-12 19:54:00,20096,Delhi,IMPS,2454.56,SUCCESS,
102997,2024-11-10 12:28:00,20044,Mumbai,NEFT,81.93,SUCCESS,
102998,2024-10-18 01:56:00,20061,Hyderabad,IMPS,1581.94,SUCCESS,
102999,2024-10-24 00:54:00,20078,Mumbai,CASH,184.84,SUCCESS,
103000,2024-11-14 12:26:00,20070,Chennai,CASH,10972.39,SUCCESS,
103001,2024-12-14 15:50:00,20014,Delhi,NEFT,4551.82,SUCCESS,
103002,2024-11-18 14:07:00,20045,Hyderabad,NEFT,42.61,SUCCESS,
103003,2024-11-11 02:22:00,20063,Bengaluru,IMPS,3913.03,SUCCESS,
103004,2024-12-04 19:00:00,20045,Bengaluru,NEFT,5037.25,SUCCESS,
103005,2024-11-30 12:43:00,20055,Chennai,IMPS,872.51,SUCCESS,
103006,2024-10-28 07:10:00,20043,Hyderabad,IMPS,2542.37,SUCCESS,
103007,2024-11-08 22:48:00,20074,Bengaluru,CASH,1167.16,SUCCESS,
103008,2024-12-29 10:43:00,20028,Delhi,NETBANKING,2129.77,SUCCESS,
103009,2024-10-07 04:26:00,20094,Delhi,IMPS,831.99,SUCCESS,
103010,2024-10-26 15:14:00,20061,Chennai,IMPS,778.87,SUCCESS,
103011,2024-12-16 15:10:00,20088,Delhi,NETBANKING,1104.8,SUCCESS,
103012,2024-11-01 12:19:00,20051,Delhi,NEFT,314.64,SUCCESS,
103013,2024-11-24 14:12:00,20053,Mumbai,NEFT,3557.36,SUCCESS,
103014,2024-12-19 17:48:00,20087,Chennai,CASH,857.56,SUCCESS,
103015,2024-12-28 12:05:00,20056,Delhi,NEFT,1022.15,SUCCESS,
103016,2024-10-27 03:30:00,20082,Chennai,NEFT,4489.66,SUCCESS,
103017,2024-11-02 13:21:00,20065,Bengaluru,IMPS,1372.84,SUCCESS,
103018,2024-11-02 05:33:00,20021,Hyderabad,CASH,1571.64,SUCCESS,
103019,2024-10-05 04:12:00,20019,Hyderabad,CASH,6269.9,SUCCESS,
103020,2024-11-04 19:15:00,20032,Delhi,NEFT,4355.9,SUCCESS,
103021,2024-10-05 23:11:00,20071,Mumbai,CASH,371.37,SUCCESS,
103022,2024-11-10 01:56:00,20024,Delhi,IMPS,1281.93,SUCCESS,
103023,2024-12-05 02:27:00,20045,Mumbai,IMPS,7101.45,SUCCESS,
103024,2024-12-04 08:13:00,20072,Hyderabad,NEFT,931.6,SUCCESS,
103025,2024-10-26 06:18:00,20097,Mumbai,CASH,929.07,SUCCESS,
103026,2024-10-30 14:52:00,20056,Bengaluru,CASH,433.9,SUCCESS,
103027,2024-11-20 07:10:00,20086,Hyderabad,IMPS,242.81,SUCCESS,
103028,2024-10-10 08:27:00,20004,Mumbai,NETBANKING,2696.49,SUCCESS,
103029,2024-10-22 12:50:00,20054,Chennai,NEFT,2939.62,SUCCESS,
103030,2024-12-29 08:07:00,20060,Mumbai,RTGS,6948.37,SUCCESS,
103031,2024-12-24 17:19:00,20088,Hyderabad,NETBANKING,2969.3,SUCCESS,
103032,2024-12-19 17:13:00,20007,Mumbai,CASH,557.72,SUCCESS,
103033,2024-11-07 23:31:00,20015,Bengaluru,NETBANKING,81.89,SUCCESS,
103034,2024-11-14 13:17:00,20047,Chennai,NEFT,8458.6,SUCCESS,
103035,2024-12-15 02:57:00,20060,Hyderabad,NETBANKING,832.4,SUCCESS,
103036,2024-10-09 12:49:00,20014,Chennai,NEFT,747.85,SUCCESS,
103037,2024-11-01 05:36:00,20064,Bengaluru,NEFT,4727.97,SUCCESS,
103038,2024-10-31 06:36:00,20021,Hyderabad,NETBANKING,1759.44,SUCCESS,
103039,2024-10-17 02:11:00,20002,Mumbai,NEFT,483.81,SUCCESS,
103040,2024-12-09 18:01:00,20053,Chennai,NETBANKING,4398.19,SUCCESS,
103041,2024-12-27 16:56:00,20013,Chennai,CASH,10029.54,SUCCESS,
103042,2024-11-29 23:25:00,20035,Chennai,IMPS,181.33,SUCCESS,
103043,2024-12-22 02:18:00,20081,Delhi,NEFT,3964.65,SUCCESS,
103044,2024-12-09 03:50:00,20081,Delhi,NETBANKING,990.28,SUCCESS,
103045,2024-12-19 04:14:00,20066,Hyderabad,CASH,1484.98,SUCCESS,
103046,2024-10-31 15:39:00,20009,Hyderabad,NEFT,4925.88,SUCCESS,
103047,2024-11-03 19:53:00,20048,Chennai,IMPS,7252.12,SUCCESS,
103048,2024-10-21 15:34:00,20064,Bengaluru,NETBANKING,608.07,SUCCESS,
103049,2024-11-20 09:48:00,20090,Hyderabad,NEFT,478.67,SUCCESS,
103050,2024-11-14 04:46:00,20056,Bengaluru,NEFT,167.89,SUCCESS,
103051,2024-10-03 12:54:00,20026,Bengaluru,NEFT,1650.15,SUCCESS,
103052,2024-12-01 19:42:00,20074,Chennai,NEFT,27.4,SUCCESS,
103053,2024-10-14 00:23:00,20004,Hyderabad,RTGS,1061.71,SUCCESS,
103054,2024-11-03 14:08:00,20070,Bengaluru,CASH,152.43,SUCCESS,
103055,2024-12-02 12:25:00,20082,Delhi,IMPS,1039.15,FAILED,AUTH_FAIL
103056,2024-11-21 12:12:00,20056,Delhi,NEFT,81.5,SUCCESS,
103057,2024-10-05 11:21:00,20092,Delhi,NEFT,3606.25,SUCCESS,
103058,2024-12-23 03:35:00,20014,Hyderabad,NEFT,470.78,SUCCESS,
103059,2024-10-18 02:11:00,20098,Bengaluru,RTGS,795.91,FAILED,NETWORK
103060,2024-12-23 06:11:00,20075,Bengaluru,NEFT,4081.18,SUCCESS,
103061,2024-12-14 23:31:00,20029,Hyderabad,CASH,2742.94,SUCCESS,
103062,2024-10-09 10:29:00,20019,Bengaluru,CASH,494.46,SUCCESS,
103063,2024-12-09 12:22:00,20036,Delhi,IMPS,149.23,SUCCESS,
103064,2024-11-11 02:29:00,20002,Delhi,NEFT,2515.27,SUCCESS,
103065,2024-12-14 22:24:00,20072,Mumbai,NETBANKING,990.9,SUCCESS,
103066,2024-10-16 01:15:00,20040,Mumbai,IMPS,2905.55,SUCCESS,
103067,2024-11-19 07:51:00,20038,Chennai,NEFT,1178.64,FAILED,TIMEOUT
103068,2024-10-30 15:08:00,20025,Mumbai,IMPS,849.3,SUCCESS,
103069,2024-10-10 11:53:00,20001,Delhi,NEFT,1200.06,SUCCESS,
103070,2024-12-29 23:42:00,20022,Chennai,NETBANKING,2761.09,SUCCESS,
103071,2024-11-23 05:46:00,20022,Bengaluru,NEFT,4650.08,SUCCESS,
103072,2024-12-01 06:04:00,20084,Bengaluru,CASH,102.1,SUCCESS,
103073,2024-11-26 01:58:00,20015,Chennai,IMPS,1485.14,SUCCESS,
103074,2024-11-15 10:29:00,20008,Hyderabad,IMPS,66.77,FAILED,BAL_INSUFFICIENT
103075,2024-10-17 10:29:00,20012,Delhi,IMPS,1263.76,SUCCESS,
103076,2024-10-24 15:48:00,20027,Chennai,NETBANKING,4330.57,SUCCESS,
103077,2024-12-01 15:49:00,20026,Mumbai,NEFT,897.55,SUCCESS,
103078,2024-10-07 13:15:00,20050,Bengaluru,NEFT,5389.79,SUCCESS,
103079,2024-12-05 08:08:00,20063,Chennai,NEFT,1991.8,SUCCESS,
103080,2024-11-06 06:49:00,20051,Hyderabad,NETBANKING,5440.91,SUCCESS,
103081,2024-10-26 23:04:00,20080,Mumbai,NETBANKING,2830.76,SUCCESS,
103082,2024-12-29 10:22:00,20037,Hyderabad,NETBANKING,218.37,SUCCESS,
103083,2024-11-26 21:29:00,20099,Delhi,NEFT,525.72,SUCCESS,
103084,2024-12-28 20:39:00,20064,Mumbai,NEFT,1002.31,SUCCESS,
103085,2024-11-22 21:13:00,20017,Mumbai,NEFT,372.92,SUCCESS,
103086,2024-12-12 06:16:00,20062,Delhi,NEFT,1366.04,SUCCESS,
103087,2024-11-22 08:28:00,20050,Delhi,CASH,1274.93,FAILED,BAL_INSUFFICIENT
103088,2024-10-22 19:21:00,20008,Bengaluru,CASH,6258.95,SUCCESS,
103089,2024-12-27 03:51:00,20012,Mumbai,NEFT,1137.36,FAILED,NETWORK
103090,2024-11-19 21:11:00,20039,Bengaluru,NEFT,3080.07,SUCCESS,
103091,2024-12-22 23:43:00,20054,Chennai,NEFT,5691.54,SUCCESS,
103092,2024-12-20 09:20:00,20078,Bengaluru,NEFT,4190.96,SUCCESS,
103093,2024-12-10 12:09:00,20042,Chennai,IMPS,468.07,FAILED,BAL_INSUFFICIENT
103094,2024-12-28 18:34:00,20043,Chennai,NEFT,1370.48,FAILED,TIMEOUT
103095,2024-10-24 16:04:00,20067,Chennai,IMPS,854.62,SUCCESS,
103096,2024-12-23 14:27:00,20032,Mumbai,NEFT,1021.18,SUCCESS,
103097,2024-12-16 20:01:00,20023,Chennai,RTGS,895.1,SUCCESS,
103098,2024-12-12 23:51:00,20035,Hyderabad,CASH,3501.53,SUCCESS,
103099,2024-11-08 18:26:00,20009,Mumbai,CASH,1203.47,FAILED,AUTH_FAIL
103100,2024-10-26 07:31:00,20099,Chennai,IMPS,1483.39,SUCCESS,
103101,2024-10-06 00:27:00,20019,Chennai,NETBANKING,8085.1,SUCCESS,
103102,2024-10-23 03:50:00,20074,Delhi,CASH,123.71,SUCCESS,
103103,2024-10-26 00:41:00,20011,Hyderabad,CASH,1338.7,SUCCESS,
103104,2024-12-01 18:00:00,20061,Chennai,NETBANKING,2974.99,SUCCESS,
103105,2024-11-15 14:41:00,20017,Mumbai,CASH,327.77,SUCCESS,
103106,2024-12-11 17:54:00,20093,Bengaluru,NEFT,1891.09,SUCCESS,
103107,2024-11-26 15:31:00,20062,Hyderabad,NETBANKING,547.47,SUCCESS,
103108,2024-11-15 11:21:00,20083,Mumbai,RTGS,4040.9,SUCCESS,
103109,2024-11-17 14:56:00,20024,Bengaluru,NEFT,792.32,SUCCESS,
103110,2024-12-14 23:18:00,20011,Chennai,NETBANKING,798.16,SUCCESS,
103111,2024-12-29 18:25:00,20020,Chennai,IMPS,1823.57,SUCCESS,
103112,2024-12-28 13:56:00,20024,Mumbai,CASH,405.61,SUCCESS,
103113,2024-11-14 13:34:00,20010,Mumbai,IMPS,670.63,SUCCESS,
103114,2024-10-19 04:00:00,20063,Delhi,NEFT,1077.87,SUCCESS,
103115,2024-12-19 23:30:00,20072,Hyderabad,IMPS,872.79,SUCCESS,
103116,2024-12-21 20:27:00,20049,Mumbai,NETBANKING,1488.36,SUCCESS,
103117,2024-10-13 05:53:00,20061,Mumbai,CASH,1830.78,SUCCESS,
103118,2024-12-05 21:20:00,20088,Hyderabad,IMPS,1672.5,FAILED,AUTH_FAIL
103119,2024-10-12 19:34:00,20098,Delhi,NEFT,2123.61,SUCCESS,
103120,2024-11-25 22:12:00,20095,Delhi,NEFT,735.61,SUCCESS,
103121,2024-11-04 02:24:00,20048,Hyderabad,IMPS,270.33,SUCCESS,
103122,2024-10-29 21:41:00,20013,Mumbai,IMPS,2860.97,SUCCESS,
103123,2024-11-23 15:11:00,20000,Mumbai,NETBANKING,3804.67,SUCCESS,
103124,2024-11-17 11:48:00,20080,Hyderabad,NETBANKING,594.14,SUCCESS,
103125,2024-10-12 02:54:00,20024,Delhi,IMPS,1045.43,SUCCESS,
103126,2024-12-04 06:58:00,20058,Mumbai,NEFT,1380.58,SUCCESS,
103127,2024-10-24 10:35:00,20071,Mumbai,NEFT,1524.25,SUCCESS,
103128,2024-10-29 01:10:00,20068,Bengaluru,NEFT,2154.62,SUCCESS,
103129,2024-10-17 11:11:00,20004,Hyderabad,NEFT,84.99,SUCCESS,
103130,2024-12-03 15:38:00,20098,Hyderabad,IMPS,2556.51,SUCCESS,
103131,2024-11-10 06:33:00,20018,Mumbai,IMPS,127.95,SUCCESS,
103132,2024-11-21 20:56:00,20022,Chennai,IMPS,1263.31,SUCCESS,
103133,2024-10-19 21:33:00,20008,Bengaluru,NETBANKING,3516.7,SUCCESS,
103134,2024-12-20 09:48:00,20093,Hyderabad,NEFT,1200.1,SUCCESS,
103135,2024-12-12 21:16:00,20049,Chennai,NEFT,322.9,SUCCESS,
103136,2024-11-10 03:04:00,20015,Mumbai,IMPS,8403.93,SUCCESS,
103137,2024-10-06 03:41:00,20032,Mumbai,IMPS,4401.6,FAILED,NETWORK
103138,2024-11-30 08:56:00,20001,Chennai,CASH,2950.81,PENDING,BAL_INSUFFICIENT
103139,2024-12-08 19:13:00,20013,Bengaluru,NEFT,1060.4,SUCCESS,
103140,2024-10-13 07:27:00,20000,Hyderabad,NEFT,406.3,SUCCESS,
103141,2024-12-18 01:38:00,20089,Hyderabad,RTGS,5674.42,SUCCESS,
103142,2024-10-04 00:38:00,20057,Mumbai,NETBANKING,1520.08,SUCCESS,
103143,2024-11-15 05:08:00,20088,Bengaluru,NEFT,3825.9,SUCCESS,
103144,2024-12-27 22:09:00,20015,Chennai,CASH,837.39,SUCCESS,
103145,2024-12-05 06:58:00,20078,Mumbai,NEFT,816.8,SUCCESS,
103146,2024-12-26 10:17:00,20089,Delhi,CASH,8472.8,SUCCESS,
103147,2024-10-23 07:17:00,20046,Delhi,NEFT,1475.59,SUCCESS,
103148,2024-12-01 14:20:00,20043,Delhi,NEFT,303.26,SUCCESS,
103149,2024-10-23 03:50:00,20079,Mumbai,NEFT,496.09,SUCCESS,
103150,2024-12-28 02:48:00,20013,Mumbai,NEFT,1315.34,SUCCESS,
103151,2024-12-08 01:52:00,20092,Mumbai,IMPS,86.8,SUCCESS,
103152,2024-11-08 17:14:00,20023,Delhi,NEFT,1241.78,SUCCESS,
103153,2024-11-13 08:38:00,20054,Delhi,RTGS,1085.81,SUCCESS,
103154,2024-12-16 06:47:00,20014,Hyderabad,NETBANKING,3022.23,SUCCESS,
103155,2024-10-21 09:31:00,20082,Hyderabad,NEFT,876.83,SUCCESS,
103156,2024-11-05 18:21:00,20071,Chennai,CASH,8096.69,SUCCESS,
103157,2024-11-12 07:46:00,20033,Mumbai,NEFT,398.78,SUCCESS,
103158,2024-10-27 17:07:00,20001,Mumbai,CASH,1788.02,SUCCESS,
103159,2024-10-13 05:45:00,20026,Delhi,NEFT,187.96,SUCCESS,
103160,2024-10-24 12:53:00,20073,Chennai,IMPS,2647.5,SUCCESS,
103161,2024-11-23 00:09:00,20098,Hyderabad,NEFT,10500.46,SUCCESS,
103162,2024-10-22 12:47:00,20086,Delhi,NEFT,3420.05,SUCCESS,
103163,2024-12-03 09:42:00,20071,Bengaluru,IMPS,1622.53,SUCCESS,
103164,2024-10-28 10:52:00,20091,Bengaluru,CASH,1326.17,SUCCESS,
103165,2024-11-07 16:13:00,20022,Mumbai,NEFT,3603.98,SUCCESS,
103166,2024-10-09 13:23:00,20067,Bengaluru,IMPS,5496.93,SUCCESS,
103167,2024-12-17 07:35:00,20013,Hyderabad,CASH,9057.63,SUCCESS,
103168,2024-12-18 00:36:00,20062,Hyderabad,IMPS,1010.15,SUCCESS,
103169,2024-12-17 01:04:00,20092,Bengaluru,NETBANKING,9402.81,SUCCESS,
103170,2024-11-20 22:59:00,20064,Chennai,RTGS,339.03,SUCCESS,
103171,2024-10-10 20:50:00,20067,Hyderabad,CASH,584.85,SUCCESS,
103172,2024-10-12 10:16:00,20062,Chennai,NEFT,186.46,SUCCESS,
103173,2024-10-22 18:47:00,20095,Bengaluru,NEFT,634.19,SUCCESS,
103174,2024-11-07 22:24:00,20096,Mumbai,NETBANKING,2921.5,SUCCESS,
103175,2024-10-08 00:26:00,20089,Hyderabad,NETBANKING,3833.62,SUCCESS,
103176,2024-12-11 20:53:00,20080,Hyderabad,CASH,3018.21,SUCCESS,
103177,2024-11-17 05:28:00,20086,Hyderabad,NETBANKING,1994.27,SUCCESS,
103178,2024-12-27 10:46:00,20063,Hyderabad,CASH,1442.96,SUCCESS,
103179,2024-12-20 03:15:00,20031,Chennai,NEFT,2466.83,FAILED,NETWORK
103180,2024-12-20 21:32:00,20078,Chennai,NEFT,991.33,SUCCESS,
103181,2024-11-20 04:00:00,20012,Delhi,NEFT,3681.58,SUCCESS,
103182,2024-11-14 15:55:00,20065,Delhi,NETBANKING,2261.38,SUCCESS,
103183,2024-11-18 02:09:00,20018,Chennai,NEFT,2393.36,SUCCESS,
103184,2024-11-19 00:27:00,20023,Bengaluru,RTGS,1535.47,SUCCESS,
103185,2024-10-08 11:16:00,20087,Chennai,NETBANKING,4329.63,SUCCESS,
103186,2024-11-17 05:31:00,20010,Bengaluru,RTGS,580.74,SUCCESS,
103187,2024-10-26 06:18:00,20058,Mumbai,NEFT,959.78,SUCCESS,
103188,2024-10-03 22:55:00,20085,Hyderabad,IMPS,3006.94,SUCCESS,
